CodeMembre,Nom,Prenom,Rue,Ville,CodePostal,DateNaissance,Mail,Telephone,CompteTemps,habitantParc,nom_de_commerce,solde_ecu
5415,Vilsker,Beverly,2782 Pacific,Mill Valley,45690,1967-03-09,NULL,815-555-9163,0,0,NULL,0
5416,Williams,Barbara,7695 Paso Nogal,Victoria,30885,1952-07-24,NULL,472-555-6084,0,0,NULL,0
5417,Warfield,Margie,1130 Fillet Ave.,Port Hammond,66838,1968-05-24,NULL,876-555-3234,0,0,NULL,0
5418,Ashton,Kathy,8952 Reliz Valley Road,La Cruz,18196,1945-06-17,NULL,795-555-2442,0,0,NULL,0
5419,Wagner,Larry,8739 Twinview Drive,Tacoma,20311,1969-05-21,NULL,322-555-7220,0,0,NULL,0
5420,Regan,Cheryl,4161 Willow Lake Rd.,Ballard,10537,1964-04-12,NULL,616-555-1973,0,0,NULL,0
5421,Higgins,Jennifer,6857 Medina Drive,Mill Valley,77813,1953-04-11,NULL,404-555-9037,0,0,NULL,0
5422,Murray,Leeann,5188 Duke Way,Guadalajara,60494,1935-03-28,NULL,369-555-5502,0,0,NULL,0
5423,Turner,Dianna,8138 Long Brook Way,Lake Oswego,93931,1988-07-11,NULL,420-555-5852,0,0,NULL,0
5424,Thompson,Charles,9379 Terrapin Court,Sooke,16482,1995-11-04,NULL,408-555-9945,0,0,NULL,0
5425,Maydew,Elizabeth,2585 San Vincente Drive,El Cajon,60881,1968-05-13,NULL,481-555-8923,0,0,NULL,0
5426,Terry,Roselie,4080 Mendocino Dr,El Cajon,48592,1955-03-27,NULL,731-555-6302,0,0,NULL,0
5427,Bolton,Virginia,7538 Black Pine Lane,Mexico City,14354,1995-06-02,NULL,827-555-3909,0,0,NULL,0
5428,Towne,Guadalupe,1944 Sepueveda Court,Renton,67226,1943-04-24,NULL,439-555-3573,0,0,NULL,0
5429,Busby,Shelly,8311 Roland Drive,Portland,71856,1947-08-22,NULL,558-555-8809,0,0,NULL,0
5430,Ray,Darlene,316 Birch Bark Rd.,Acapulco,90890,1952-07-16,NULL,193-555-7102,0,0,NULL,0
5431,Wilkinson,Daniel,9593 Power Ave.,Long Beach,61682,1959-04-12,NULL,574-555-5623,0,0,NULL,0
5432,Ohnheiser,Beth,4507 Kenmore,Spokane,46878,1987-08-09,NULL,582-555-8462,0,0,NULL,0
5433,Haley,Jacquelin,1384 Windmill Way,Albany,10124,1965-03-06,NULL,986-555-5612,0,0,NULL,0
5434,Wilsey,Benny,9206 Hamiliton Ave.,Mexico City,34189,1974-11-24,NULL,905-555-4819,0,0,NULL,0
5435,Ciccone,Peter,8993 Escobar,Torrance,36304,1960-07-25,NULL,432-555-9598,0,0,NULL,0
5436,Case,Mary,7070 Grasswood Ct.,West Covina,52822,1999-05-24,NULL,374-555-7433,0,0,NULL,0
5437,Lancaster,Cheryl,7111 Concord Ct.,Santa Monica,21099,1950-01-20,NULL,163-555-5498,0,0,NULL,0
5438,Browning,Lynda,8098 Virginia Circle,Imperial Beach,37792,1964-08-07,NULL,367-555-5619,0,0,NULL,0
5439,Weart,Louis,8392 Carrick Ct.,Cliffside,10925,1999-02-13,NULL,179-555-2312,0,0,NULL,0
5440,Martin,Roger,9634 East Avenue,Colma,58766,1968-02-03,NULL,406-555-1062,0,0,NULL,0
5441,Salazar,Amber,2839 Ceemar Court,Bellflower,32074,1955-06-23,NULL,240-555-5383,0,0,NULL,0
5442,Wilson,Faye,4334 Contra Costa Blvd.,Bellflower,44172,1986-03-18,NULL,490-555-2762,0,0,NULL,0
5443,Richardson,Nick,449 Running Springs Road,Novato,82640,1988-03-18,NULL,586-555-9369,0,0,NULL,0
5444,Rich,Elmer,2198 Clayton Road,Seattle,36514,1968-08-10,NULL,549-555-5951,0,0,NULL,0
5445,Johnson,Donald,3091 Hickory Drive,Metchosin,67436,1934-09-05,NULL,668-555-2186,0,0,NULL,0
5446,Worland,Douglas,7750 Contra Costa Blvd.,San Francisco,86470,1971-05-23,NULL,303-555-9479,0,0,NULL,0
5447,Clark,Jack,4373 Sherry Circle,Portland,57262,1952-02-28,NULL,684-555-8001,0,0,NULL,0
5448,Barnes,David,9286 Military East,Port Hammond,42458,1942-02-22,NULL,341-555-4922,0,0,NULL,0
5449,Waskey,Beth,8818 Beatrice Rd.,Marysville,78411,1964-07-27,NULL,745-555-2072,0,0,NULL,0
5450,Wilson,Julia,3986 Liana Lane,Chula Vista,29768,1935-12-15,NULL,664-555-1279,0,0,NULL,0
5451,Bowler,Steve,3773 Hillsborough Dr.,Oregon City,31883,1953-04-14,NULL,191-555-6058,0,0,NULL,0
5452,Byrnes,Janet,1850 Lancelot Drive,Corvallis,48402,1955-09-09,NULL,133-555-3894,0,0,NULL,0
5453,Shearer,Helene,4546 Fieldcrest Dr.,Walla Walla,16679,1949-05-14,NULL,822-555-1958,0,0,NULL,0
5454,Baker,Donald,2878 San Miguel Circle,Glendale,72066,1995-09-26,NULL,126-555-2080,0,0,NULL,0
5455,Botbol,Tina,5828 E. 102nd Street,Victoria,65052,1992-10-02,NULL,837-555-7772,0,0,NULL,0
5456,Tabb,Gail,4413 Harvard Drive,Burlingame,28054,1993-07-16,NULL,164-555-6522,0,0,NULL,0
5457,Atkins,Kathy,7618 Eastgate,Mexico City,27654,1960-05-20,NULL,126-555-3241,0,0,NULL,0
5458,Bible,Joseph,9113 Flamingo Dr.,Everett,15365,1953-09-12,NULL,375-555-9620,0,0,NULL,0
5459,Zamora,Lianna,5227 Sutton Circle,Ladner,58032,1999-08-20,NULL,711-555-1884,0,0,NULL,0
5460,Gurule,Robert,6977 Ethan Ct.,Tlaxiaco,58675,1941-10-09,NULL,983-555-6891,0,0,NULL,0
5461,Wehmhoff,Daniel,3345 MacAlvey Drive,Walla Walla,63306,1951-10-13,NULL,202-555-3127,0,0,NULL,0
5462,Bardwell,Rachel,8004 N. Broadway,Imperial Beach,82340,1950-02-01,NULL,737-555-1420,0,0,NULL,0
5463,Gonzales,Mary,4627 Lakefield Place,Fremont,79424,1963-07-03,NULL,218-555-8941,0,0,NULL,0
5464,Corsi,Mary,2196 Cotati Ct.,Mexico City,64620,1985-04-21,NULL,776-555-5863,0,0,NULL,0
5465,Ahmari,Dorothy,9072 Roland Drive,Langley,15742,1969-05-24,NULL,279-555-3013,0,0,NULL,0
5466,Littleford,Scott,6896 Camino Norte,Merida,51930,1972-07-09,NULL,199-555-2220,0,0,NULL,0
5467,Wimer,Kelly,6682 B Way,Sedro Woolley,54045,1964-09-16,NULL,864-555-1656,0,0,NULL,0
5468,Barnett,Luca,4760 Bryce Dr.,Edmonds,44272,1998-11-09,NULL,807-555-8491,0,0,NULL,0
5469,Sveum,Stephanie,4800 Quigley Street,Richmond,12548,1954-04-11,NULL,710-555-8737,0,0,NULL,0
5470,Fellows,James,3132 Jacqueline Drive,Sedro Woolley,94228,1974-07-04,NULL,914-555-8858,0,0,NULL,0
5471,Watson,Cyndee,6082 Patricia Ave.,Pomona,28667,1933-04-04,NULL,726-555-5551,0,0,NULL,0
5472,Graham,Ed,7323 Apple Drive,Port Hammond,50216,1966-09-15,NULL,953-555-4301,0,0,NULL,0
5473,Deskus,Jules,528 Walter Way,Chula Vista,49815,1977-06-28,NULL,787-555-8622,0,0,NULL,0
5474,Wagner,Michael,2023 Wood Ranch Circle,Chula Vista,37527,1932-07-17,NULL,376-555-9658,0,0,NULL,0
5475,Dulude,Ruby Kaye,6728 Palisade Court,Tixapan,20471,1932-02-08,NULL,472-555-7265,0,0,NULL,0
5476,Rose,Marie,1133 Beauer Lane,Corvallis,99635,1988-03-05,NULL,745-555-3272,0,0,NULL,0
5477,Seul,Branna,7501 Elwood Drive,Ballard,52672,1960-11-06,NULL,203-555-3165,0,0,NULL,0
5478,Asuncion,Kimball,9505 Hargate Court,Hidalgo,24300,1991-10-19,NULL,499-555-6801,0,0,NULL,0
5479,Calhoun,Carolyn,8783 Detroit Ave.,Redwood City,94092,1978-03-02,NULL,879-555-5322,0,0,NULL,0
5480,Enck,Atha,3697 W St.,Novato,79287,1962-07-17,NULL,537-555-2244,0,0,NULL,0
5481,Brown,Linda,3229 Mark Twain Dr.,Merida,16241,1978-06-17,NULL,631-555-8969,0,0,NULL,0
5482,Green,June,8396 Vista Way,Tixapan,66598,1955-07-11,NULL,311-555-4518,0,0,NULL,0
5483,Saunders,Ada,8182 Stephanie Way,Glendale,68713,1979-06-14,NULL,977-555-3954,0,0,NULL,0
5484,Manley,Denise,6260 Vernal Drive,Torrance,85232,1975-04-05,NULL,919-555-1790,0,0,NULL,0
5485,Jones,Ruth,6300 Lighthouse Way,Concord,53508,1963-04-04,NULL,708-555-8854,0,0,NULL,0
5486,Zywicki,Mark,7288 Corrie Lane,La Mesa,98972,1945-04-21,NULL,673-555-5318,0,0,NULL,0
5487,Windham,Tuesday,7582 Kenneth Ct.,Royal Oak,43334,1948-12-03,NULL,484-555-2011,0,0,NULL,0
5488,Stewart,Leslie,8823 South St.,Santa Anita,91176,1943-01-11,NULL,712-555-9761,0,0,NULL,0
5489,Martinez,David,2028 Reva Dr.,San Gabriel,64483,1986-06-21,NULL,785-555-8740,0,0,NULL,0
5490,Rubey,Earl,3524 Ruth Drive,San Gabriel,78486,1973-04-07,NULL,135-555-6118,0,0,NULL,0
5491,Hodge,Gregg,9637 Arata Way,San Jose,17956,1943-07-10,NULL,231-555-3726,0,0,NULL,0
5492,Carothers,Brenda,1388 Rolando Avenue,Everett,95505,1961-05-04,NULL,504-555-8733,0,0,NULL,0
5493,Stratton,H. Jennie,7755 West Road,Newport Beach,27428,1965-09-02,NULL,862-555-8626,0,0,NULL,0
5494,McFerrin,Toni,2415 Angi Lane,San Andres,46462,1970-08-24,NULL,609-555-9178,0,0,NULL,0
5495,Yewell,Hewitt,9037 Valley High Dr.,Redmond,17254,1989-09-04,NULL,989-555-7700,0,0,NULL,0
5496,Sponsler,Sze-yih (Ray),3951 Panoramic Avenue,Newton,24502,1935-09-16,NULL,886-555-8279,0,0,NULL,0
5497,Johnson,Palmer,3483 Via Estrella,Anacortes,38403,1995-07-25,NULL,390-555-5429,0,0,NULL,0
5498,Steffen,Morton,8650 Mt. Hamilton Dr.,Lincoln Acres,88760,1992-02-04,NULL,970-555-9979,0,0,NULL,0
5499,McClease,Kathy,8437 Loveridge Circle,Milwaukie,90875,1983-03-02,NULL,736-555-9414,0,0,NULL,0
5500,Howard,Duane,6514 Morello Ave.,Beaverton,83942,1941-09-16,NULL,678-555-7250,0,0,NULL,0
5501,Gervasi,Patricia,9210 Camino Peral,Olympia,49378,1973-09-24,NULL,467-555-5314,0,0,NULL,0
5502,McClements,Doralee,7542 Sweeney Road,Arcadia,32059,1987-05-11,NULL,432-555-1779,0,0,NULL,0
5503,Carrigan,Randy,6427 Powell Drive,Los Angeles,65496,1952-09-17,NULL,243-555-7471,0,0,NULL,0
5504,Leadingham,Glen,5012 Bayshore Rd.,Santa Cruz,87046,1991-09-07,NULL,470-555-6221,0,0,NULL,0
5505,Newland,Ellen,873 Winding Lane,Kirkland,86645,1984-08-03,NULL,544-555-5200,0,0,NULL,0
5506,Stanley,Phil,2368 Olivera Rd,Shawnee,74356,1946-05-24,NULL,245-555-8496,0,0,NULL,0
5507,Alexander,Tiffany,5826 Escobar,Westminster,40118,1947-04-24,NULL,341-555-6103,0,0,NULL,0
5508,Calvert,Dorothy,232 K St.,Glendale,92990,1997-10-16,NULL,614-555-2110,0,0,NULL,0
5509,Bennett,Diane,3944 Concord Blvd.,Guadalajara,89546,1976-02-22,NULL,972-555-2003,0,0,NULL,0
5510,Carroll,Cynthia,8603 Elmhurst Lane,Mill Valley,95812,1942-09-13,NULL,606-555-9296,0,0,NULL,0
5511,Sussman,Zenin,5226 Carpetta Circle,Downey,66652,1981-03-07,NULL,748-555-4160,0,0,NULL,0
5512,Cortese,Rita,2796 Valley Crest Dr.,Merida,90860,1971-03-28,NULL,645-555-4739,0,0,NULL,0
5513,Herren,Dee,9671 Cedar Street,Lincoln Acres,27814,1993-08-06,NULL,149-555-1889,0,0,NULL,0
5514,Monninger,Angela,7495 Morgan Territory Rd.,Altadena,78170,1964-02-21,NULL,729-555-6439,0,0,NULL,0
5515,Peak,Joyce,7281 Running Springs Rd.,Metchosin,80285,1994-08-04,NULL,495-555-5875,0,0,NULL,0
5516,Bergesen,Felicia,5359 S. Silver Spring,Tixapan,70512,1984-11-16,NULL,437-555-3710,0,0,NULL,0
5517,Davis,Frank,5399 Heron Ct.,Ladner,38789,1978-07-20,NULL,226-555-1775,0,0,NULL,0
5518,Toma,Kathleen,3731 Broadmoor Avenue,Pomona,21469,1954-10-05,NULL,300-555-9578,0,0,NULL,0
5519,Sparks,Barbara,6681 Golf Club Rd.,Lakewood,28615,1951-11-08,NULL,112-555-6271,0,0,NULL,0
5520,Barnett,Winston,7922 Rock Island Drive,Burnaby,76456,1964-11-06,NULL,339-555-5021,0,0,NULL,0
5521,Ayala,Kiesha,1127 Oak Street,Coronado,76056,1931-09-10,NULL,412-555-3999,0,0,NULL,0
5522,Brinton,Michelle,2622 Highridge Court,San Diego,63767,1983-11-18,NULL,662-555-1378,0,0,NULL,0
5523,Conner,Beth,6081 Westminster Pl.,Langford,32362,1958-10-26,NULL,758-555-7985,0,0,NULL,0
5524,Sowers,Richard,486 Pacifica Avenue,Milwaukie,82400,1940-12-18,NULL,131-555-3992,0,0,NULL,0
5525,Garrett,Edna,6854 Muir Road,Imperial Beach,80861,1951-12-21,NULL,489-555-3885,0,0,NULL,0
5526,Jordan,Alan,1514 West M Street,Redmond,99895,1949-04-10,NULL,124-555-2178,0,0,NULL,0
5527,Barrera,Paul,8136 Michele Drive,Santa Cruz,70687,1962-08-12,NULL,504-555-9699,0,0,NULL,0
5528,Bass,Jake,3050 Monte Cresta Avenue,Coronado,55883,1984-05-03,NULL,162-555-6621,0,0,NULL,0
5529,Noone,Evelyn,2582 South Ranchford Ct.,Royal Oak,91836,1968-07-05,NULL,566-555-3771,0,0,NULL,0
5530,Van Attenhoven,Denise,7749 Dakota Lane,Salem,43194,1983-11-02,NULL,175-555-3553,0,0,NULL,0
5531,Spiegel,Karen,7535 Hoover Court,Santa Monica,45309,1963-11-24,NULL,602-555-8331,0,0,NULL,0
5532,Beresford,Nicole,5613 Laverne Way,Arcadia,61827,1997-02-17,NULL,544-555-6167,0,0,NULL,0
5533,Hawthorne,Brian,6900 Chisholm Way,Woodburn,30104,1953-05-19,NULL,333-555-4231,0,0,NULL,0
5534,Rohrs,Sarah,7887 Twinview Place,Richmond,85491,1973-08-12,NULL,298-555-9695,0,0,NULL,0
5535,MacDougal,Arlis (Billie),838 C Northwood Dr.,El Cajon,19930,1932-05-13,NULL,348-555-1046,0,0,NULL,0
5536,Rampa,Gloria,9422 Marina Blvd.,Orizaba,41479,1977-02-08,NULL,337-555-5138,0,0,NULL,0
5537,Cummings,Richard,2627 Holiday Hills Drive,Bremerton,41079,1976-07-09,NULL,410-555-4117,0,0,NULL,0
5538,Staples,Floyd,4123 Clark Creek Lane,Beverly Hills,28790,1932-09-26,NULL,660-555-1496,0,0,NULL,0
5539,Kanagy,Stella,237 Rock Oak Road,Woodland Hills,93550,1939-04-04,NULL,756-555-8103,0,0,NULL,0
5540,Soerensen,Robert,1987 Jennifer Way,Metchosin,47424,1983-03-17,NULL,368-555-7767,0,0,NULL,0
5541,Boydstun,Louis,8354 Hamiliton Avenue,Glendale,78346,1972-04-25,NULL,487-555-4003,0,0,NULL,0
5542,Marschang,Bernadette,3014 Roanwood Way,Spokane,23058,1944-07-22,NULL,234-555-4555,0,0,NULL,0
5543,Williams,Richard,9636 Gatter Court,Imperial Beach,92849,1989-08-21,NULL,614-555-3077,0,0,NULL,0
5544,Schwaab,Patricia,4550 Glenellen Court,Richmond,78045,1973-12-10,NULL,272-555-8998,0,0,NULL,0
5545,Teh,Saskia,4082 Nightingale Drive,Burien,14999,1989-10-10,NULL,676-555-6148,0,0,NULL,0
5546,Abdullah,Steven,1906 Adobe Dr.,Vancouver,65356,1966-11-03,NULL,595-555-5356,0,0,NULL,0
5547,Swartwood,Lupe,1692 Collins Dr.,West Covina,67471,1990-10-07,NULL,122-555-1134,0,0,NULL,0
5548,Vasquez,Sally,7113 Reliez Valley Ct,Woodland Hills,57697,1986-08-24,NULL,964-555-7970,0,0,NULL,0
5549,Franklin,Elaine,9809 St. Germain Lane,Sedro Woolley,25974,1974-09-24,NULL,753-555-6034,0,0,NULL,0
5550,Middleton,Fraces,8141 Mitchell Canyon Road,Redwood City,86542,1956-08-14,NULL,718-555-2498,0,0,NULL,0
5551,Hartung,Shirley,1092 Sepulveda Ct.,San Andres,42092,1959-05-22,NULL,768-555-2848,0,0,NULL,0
5552,Davi,Nellie Jean,2333 Chestnut Avenue,Fremont,63641,1966-09-15,NULL,756-555-6941,0,0,NULL,0
5553,Sandblom,Kathy,5537 Baltic Sea Ct.,Downey,63241,1997-11-13,NULL,830-555-5920,0,0,NULL,0
5554,Bettinger,Linda,7032 Stanford St.,Torrance,50952,1985-08-27,NULL,180-555-3298,0,0,NULL,0
5555,Morales,Brian,491 Heights Avenue,Walla Walla,16713,1967-03-13,NULL,642-555-5960,0,0,NULL,0
5556,Tyler,Flor,4896 Bentley St.,Arcadia,69585,1972-09-24,NULL,253-555-5625,0,0,NULL,0
5557,Siemer,Richard,1265 Amigo Ln.,Santa Anita,74216,1989-05-06,NULL,372-555-1860,0,0,NULL,0
5558,Carson,John,3268 Hazelwood Lane,Vancouver,91925,1981-01-16,NULL,907-555-9153,0,0,NULL,0
5559,Lowe,Anne,2547 L St.,Merida,62717,2000-02-23,NULL,388-555-7675,0,0,NULL,0
5560,Hall,Kenneth,7459 Rolando Avenue,Salem,47913,1946-03-09,NULL,946-555-4596,0,0,NULL,0
5561,Elson,Veronica,9024 Dumbarton Drive,San Diego,11159,1936-11-17,NULL,449-555-1746,0,0,NULL,0
5562,Alvarez,Lynn,6848 Calico Way,Concord,35223,1945-09-08,NULL,369-555-9953,0,0,NULL,0
5563,Castello,Jason,6634 Augustine Dr.,Sooke,37338,1931-04-09,NULL,795-555-5732,0,0,NULL,0
5564,Dorrell,Michael,4712 Brook Way,Cliffside,53857,1959-10-24,NULL,738-555-3568,0,0,NULL,0
5565,Tellez,Thomas,4752 Willow Creek Ct.,Haney,22134,1991-10-04,NULL,526-555-1632,0,0,NULL,0
5566,Lang,Shirley,5739 Pleasant Hill Rd.,Downey,48142,1935-06-19,NULL,730-555-1754,0,0,NULL,0
5567,Bostwick,Joan,6034 Virgil Street,San Jose,11960,1970-10-24,NULL,654-555-9706,0,0,NULL,0
5568,Mitchell,Martha,7275 Andrea Lane,Yakima,59801,1939-10-14,NULL,881-555-8456,0,0,NULL,0
5569,Liven,Matthew,480 W. Holly Drive,Guadalajara,33109,1932-09-10,NULL,715-555-3777,0,0,NULL,0
5570,McClanahan,Joanne,1975 Wilson Ln.,Guadalajara,47112,1964-06-05,NULL,965-555-1156,0,0,NULL,0
5571,Dykstra,Bettye,8089 Mariposa Ct.,Oak Bay,85580,1966-06-05,NULL,161-555-7763,0,0,NULL,0
5572,Taylor,Jim,9838 Westchester Pl.,La Jolla,39453,1945-11-23,NULL,673-555-7428,0,0,NULL,0
5573,Patterson,Stephen,6207 Castle Rock Rd.,La Mesa,70375,1994-04-03,NULL,792-555-3663,0,0,NULL,0
5574,Sandoval,Eugene,867 Maria Vega Court,El Cajon,89409,1960-10-21,NULL,427-555-1956,0,0,NULL,0
5575,Belle,Jan,7489 Briowes Valley Rd.,Oakland,60032,1941-07-25,NULL,808-555-9478,0,0,NULL,0
5576,Burnett,Nancy,2402 Sutherland Dr.,Vancouver,90197,1959-04-11,NULL,465-555-6399,0,0,NULL,0
5577,Bongirno,Dorothy,1935 Heavenly Drive,N. Vancouver,27151,1981-10-16,NULL,869-555-3549,0,0,NULL,0
5578,Von Lindern,Jessie,7102 Serrano Way,Acapulco,77508,1952-04-04,NULL,789-555-2756,0,0,NULL,0
5579,Betz,Homer,6888 Relief Valley Ct.,Edmonds,79623,1982-09-14,NULL,315-555-7535,0,0,NULL,0
5580,Christopherson,Agnes,4966 Santa Barbara Rd.,Long Beach,96142,1972-01-26,NULL,850-555-5866,0,0,NULL,0
5581,Brown,Harry,7662 Nulty Dr.,W. Linn,64418,1966-08-03,NULL,639-555-3930,0,0,NULL,0
5582,Miller,Delores,5993 Baywood Drive,Colma,20807,1954-04-26,NULL,843-555-4052,0,0,NULL,0
5583,Hurtado,Danielle,8943 Mt. Washington,Burnaby,54244,1951-04-02,NULL,654-555-9745,0,0,NULL,0
5584,McLaughlin,Cynthia,7529 Potomac Drive,Issaquah,75794,1952-01-16,NULL,881-555-8495,0,0,NULL,0
5585,Shafer,Bruce,734 Mt. Tamalpais Place,Renton,75393,1989-10-20,NULL,716-555-3816,0,0,NULL,0
5586,Krassowski,Charles,2229 Oak Rd.,San Carlos,63104,1983-04-12,NULL,966-555-1195,0,0,NULL,0
5587,Prather,Warren,8343 Chilpancingo Pkwy.,Newport Beach,28866,1947-11-09,NULL,401-555-2459,0,0,NULL,0
5588,Metz,Nathanael,93 N. 39th Street,Sooke,81738,1958-02-25,NULL,674-555-7466,0,0,NULL,0
5589,Ritchie,Elizabeth,6461 Snowberry Court,Arcadia,86368,1969-02-02,NULL,793-555-3702,0,0,NULL,0
5590,Cleary,Ron,2367 Vancouver Way,Tacoma,64032,1967-05-17,NULL,427-555-1995,0,0,NULL,0
5591,Cartwright,Judy,8989 Twincreek Ct.,Shawnee,34872,1980-10-19,NULL,808-555-9516,0,0,NULL,0
5592,Towns,Patricia,6558 Pacifica Ave.,Spokane,85777,1932-06-10,NULL,578-555-8697,0,0,NULL,0
5593,Mackin,Victor,3435 Chestnut,Albany,22731,1986-08-13,NULL,982-555-5847,0,0,NULL,0
5594,Fuller,Terry,1259 Mt .Washington Way,Mexico City,73088,1931-01-09,NULL,901-555-5055,0,0,NULL,0
5595,Terazawa,Terry,1045 Lolita Drive,Torrance,75203,1993-04-16,NULL,667-555-4490,0,0,NULL,0
5596,McClelland,Anne,9121 Monte Cresta Avenue,Newport Beach,65429,1945-03-25,NULL,609-555-2326,0,0,NULL,0
5597,De Gree,William,9162 California Street,Port Orchard,33706,1971-07-27,NULL,159-555-5733,0,0,NULL,0
5598,Morris,Judith,7494 Sunset Circle,Imperial Beach,16386,1991-09-20,NULL,363-555-5855,0,0,NULL,0
5599,Yates,Wade,445 Bishop Drive,Cliffside,49824,1950-07-20,NULL,174-555-2547,0,0,NULL,0
5600,Moore,Brian,1686 Lavere Way,Daly City,71373,1945-08-23,NULL,401-555-1298,0,0,NULL,0
5601,Farino,Freddie,4890 Hacienda,Bellflower,70973,1944-03-24,NULL,236-555-5619,0,0,NULL,0
5602,Fisher,Carolyn,6385 Holiday Hill Dr.,Glendale,58684,1969-04-13,NULL,724-555-6655,0,0,NULL,0
5603,Georges,John,9843 Wilke Drive,Palo Alto,97152,1977-10-18,NULL,821-555-4262,0,0,NULL,0
5604,Austin,Tyler,4249 Heights Ave.,Lynnwood,77318,1951-09-05,NULL,784-555-9844,0,0,NULL,0
5605,Buckman,Frank,618 Natalie Drive,Orizaba,81948,1935-08-16,NULL,242-555-9737,0,0,NULL,0
5606,Alipranti,Eric,2621 Pomar Way,La Cruz,19832,1966-08-02,NULL,537-555-4372,0,0,NULL,0
5607,Gough,Wayne,1899 Mission Drive,Altadena,71774,1941-09-01,NULL,918-555-2894,0,0,NULL,0
5608,Arden,Samuel,6812 Farm Bureau Rd.,Beverly Hills,27448,1995-02-17,NULL,576-555-8815,0,0,NULL,0
5609,Sobey,Laura,6345 St Paul Way,Daly City,63401,1953-03-28,NULL,319-555-9622,0,0,NULL,0
5610,Peshut,Gladys,1513 Deercreek Ln.,Corvallis,14759,1988-01-10,NULL,899-555-5172,0,0,NULL,0
5611,Brush,Roger,1299 Carpetta Circle,Grossmont,16874,1942-11-14,NULL,665-555-4608,0,0,NULL,0
5612,Vorndam,Trinnette,9376 Cross Road,Redmond,33392,1937-10-04,NULL,607-555-2444,0,0,NULL,0
5613,Zuniga,Joyce,9416 Shadow Falls Drive,Coronado,16692,1938-02-15,NULL,395-555-9508,0,0,NULL,0
5614,Barr,Mark,404 Marita Drive,Marysville,57056,1990-01-05,NULL,361-555-5972,0,0,NULL,0
5615,Faust,Karissa,699 Rubiem Ct.,Kirkland,90494,1981-06-02,NULL,172-555-2665,0,0,NULL,0
5616,Costar,Erin,1940 C Mt. Hood Circle,Tacoma,39336,1988-10-22,NULL,511-555-3675,0,0,NULL,0
5617,Abrahamian,Joseph,5144 Alvecedo,Acapulco,12644,1949-01-20,NULL,585-555-2654,0,0,NULL,0
5618,Mynoio,Lila,2691 Balhan Dr.,Acapulco,26647,1948-02-18,NULL,834-555-9032,0,0,NULL,0
5619,Williams,Stephanie,8805 Wiget Lane,Spring Valley,65115,1988-04-20,NULL,931-555-6639,0,0,NULL,0
5620,Fingarson,Stuart,555 Park Glen Court,Torrance,18988,1994-11-04,NULL,303-555-2646,0,0,NULL,0
5621,Sharon,Jean,6923 Surf View Drive,Richmond,49911,1940-07-13,NULL,661-555-2539,0,0,NULL,0
5622,Stead,David,1583 Westwood Lane,Santa Cruz,68945,1933-03-23,NULL,957-555-6175,0,0,NULL,0
5623,Carter,Deborah,8205 Soto St.,Pomona,39737,1952-03-03,NULL,438-555-4696,0,0,NULL,0
5624,Whiting,Maryann,3119 Moretti Drive,La Cruz,23608,1980-07-27,NULL,335-555-5275,0,0,NULL,0
5625,Boggs,Beatrice,2651 St. Francis Dr.,Chula Vista,59561,1998-02-27,NULL,738-555-2425,0,0,NULL,0
5626,Coy,Jean,7818 Lorie Lane,San Gabriel,10919,1937-10-18,NULL,419-555-6975,0,0,NULL,0
5627,Cottles,Harold,7604 Indianhead Way,Tixapan,13033,1993-06-19,NULL,184-555-6411,0,0,NULL,0
5628,Westhaiser,Cindy,5682 Leslie Avenue,San Francisco,29552,1951-12-06,NULL,725-555-4584,0,0,NULL,0
5629,Miller,Kim,8378 B Avenue I,Westminster,70536,1983-11-14,NULL,513-555-2648,0,0,NULL,0
5630,Yandell,Scott,6710 Santa Monica Drive,Lakewood,53216,1997-07-01,NULL,479-555-8113,0,0,NULL,0
5631,Biachi,Franklin,9660 Algiers Drive,National City,86654,1962-11-07,NULL,290-555-4805,0,0,NULL,0
5632,Estep,Jordan,8245 Highland Dr.,Redwood City,92042,1931-12-24,NULL,517-555-3555,0,0,NULL,0
5633,Brown,Jill,4106 Entrada Circle,Woodburn,88042,1936-02-04,NULL,590-555-2534,0,0,NULL,0
5634,Black,Thomas,5601 Garrow Drive,Oregon City,95514,1955-08-15,NULL,840-555-8913,0,0,NULL,0
5635,Morrow,Alsy,9059 Northgate Road,Bellflower,61275,1969-10-25,NULL,936-555-6520,0,0,NULL,0
5636,Dull,Courtney,3465 Fitzpatrick Drive,Seattle,15148,1937-01-06,NULL,309-555-2527,0,0,NULL,0
5637,Caldwell,Mark,7177 Marsh Drive,Lynnwood,19779,1985-05-12,NULL,667-555-2420,0,0,NULL,0
5638,Medina,Susan,1837 North Main St.,San Francisco,38812,1952-11-04,NULL,302-555-9713,0,0,NULL,0
5639,Arabian,Jeannine,8459 Leed Court West,Portland,35897,1933-09-08,NULL,444-555-4577,0,0,NULL,0
5640,Wagner,Debbie,6028 D St.,Port Hammond,21092,1993-09-02,NULL,340-555-5156,0,0,NULL,0
5641,McElfresh,Brenda,2905 Limeridge Drive,Newton,28462,1933-11-23,NULL,856-555-4565,0,0,NULL,0
5642,Wolf,Vivian,729 Trembath Court,Merida,53203,1986-08-22,NULL,537-555-9115,0,0,NULL,0
